,,,"Montréal, Ville [Census subdivision], Quebec",,,,,,"Quebec [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
" Highest certificate; diploma or degree","    College; CEGEP or other non-university certificate or diploma",,  224985,,  104250,,  120740,, 1165515,,  506775,,  658740,
" Highest certificate; diploma or degree","    University certificate or diploma below bachelor level",,   55880,,   23915,,   31965,,  236255,,   93680,,  142575,
" Highest certificate; diploma or degree","    University certificate; diploma or degree at bachelor level or above",,  437705,,  209935,,  227775,, 1361730,,  628290,,  733440,
" Highest certificate; diploma or degree","      Bachelor's degree",,  255355,,  118485,,  136865,,  872060,,  384275,,  487790,
" Highest certificate; diploma or degree","      University certificate or diploma above bachelor level",,   41305,,   19325,,   21980,,  118955,,   54255,,   64695,
" Highest certificate; diploma or degree","      Degree in medicine; dentistry; veterinary medicine or optometry",,   11610,,    5750,,    5860,,   39045,,   19865,,   19185,
" Highest certificate; diploma or degree","      Master's degree",,  108700,,   54270,,   54425,,  281215,,  139280,,  141935,
" Highest certificate; diploma or degree","      Earned doctorate",150,   20735,,   12100,,    8640,,   50455,,   30615,,   19840,
" Highest certificate; diploma or degree","Total - Highest certificate; diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",146,  951195,,  473645,,  477555,, 4371935,, 2167810,, 2204125,
" Highest certificate; diploma or degree","  No certificate; diploma or degree",,  107530,,   56250,,   51285,,  580635,,  323880,,  256750,
" Highest certificate; diploma or degree","  Secondary (high) school diploma or equivalency certificate",147,  160705,,   84435,,   76275,,  808955,,  396620,,  412330,
" Highest certificate; diploma or degree","  Postsecondary certificate; diploma or degree",,  682960,,  332960,,  350000,, 2982345,, 1447305,, 1535040,
" Highest certificate; diploma or degree","    Apprenticeship or trades certificate or diploma",,  112110,,   61505,,   50600,,  866595,,  513575,,  353015,
" Highest certificate; diploma or degree","      Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification",148,   83250,,   41880,,   41365,,  631795,,  330140,,  301655,
" Highest certificate; diploma or degree","      Certificate of Apprenticeship or Certificate of Qualification",149,   28860,,   19625,,    9235,,  234800,,  183440,,   51360,
" Highest certificate; diploma or degree","    College; CEGEP or other non-university certificate or diploma",,  157390,,   75665,,   81730,,  832430,,  367185,,  465245,
" Highest certificate; diploma or degree","    University certificate or diploma below bachelor level",,   42725,,   18780,,   23940,,  167025,,   67530,,   99495,
" Highest certificate; diploma or degree","    University certificate; diploma or degree at bachelor level or above",,  370730,,  177005,,  193725,, 1116300,,  499010,,  617290,
" Highest certificate; diploma or degree","      Bachelor's degree",,  212765,,   99140,,  113625,,  712935,,  308760,,  404175,
" Highest certificate; diploma or degree","      University certificate or diploma above bachelor level",,   34855,,   15945,,   18910,,   94240,,   40085,,   54160,
" Highest certificate; diploma or degree","      Degree in medicine; dentistry; veterinary medicine or optometry",,    9415,,    4255,,    5155,,   30775,,   13505,,   17270,
" Highest certificate; diploma or degree","      Master's degree",,   96450,,   48005,,   48440,,  238300,,  113895,,  124410,
" Highest certificate; diploma or degree","      Earned doctorate",150,   17250,,    9660,,    7590,,   40050,,   22780,,   17270,
"Major field of study - Classification of Instructional Programs (CIP) 2016","Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data",151, 1397885,,  678875,,  719015,, 6634280,, 3260040,, 3374245,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  No postsecondary certificate; diploma or degree",152,  532715,,  258735,,  273975,, 2750050,, 1349775,, 1400270,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Education",,   45010,,   10405,,   34610,,  273320,,   62470,,  210845,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    13. Education",,   45015,,   10405,,   34610,,  273320,,   62470,,  210845,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Visual and performing arts; and communications technologies",,   59670,,   29005,,   30665,,  156720,,   71485,,   85240,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    10. Communications technologies/technicians and support services",,    7840,,    5795,,    2040,,   25380,,   18280,,    7100,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    50. Visual and performing arts",,   51830,,   23210,,   28625,,  131340,,   53200,,   78140,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Humanities",,   67685,,   27010,,   40680,,  215735,,   86065,,  129675,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    16. Aboriginal and foreign languages; literatures and linguistics",,   13070,,    3210,,    9860,,   32180,,    7165,,   25020,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    23. English language and literature/letters",,    6550,,    2035,,    4510,,   12900,,    4060,,    8835,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    24. Liberal arts and sciences; general studies and humanities",,   24605,,   10315,,   14285,,  103120,,   42685,,   60435,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30A Interdisciplinary humanities",153,     255,,      90,,     175,,     880,,     395,,     485,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    38. Philosophy and religious studies",,    4220,,    2670,,    1545,,   10400,,    6650,,    3755,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    39. Theology and religious vocations",,    2085,,    1520,,     565,,   10125,,    6200,,    3930,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    54. History",,    6065,,    3460,,    2605,,   17055,,    9990,,    7065,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    55. French language and literature/letters",,   10840,,    3705,,    7130,,   29070,,    8920,,   20155,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Social and behavioural sciences and law",,  120860,,   44550,,   76310,,  380995,,  125025,,  255975,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    05. Area; ethnic; cultural; gender; and group studies",,    1835,,     485,,    1355,,    4315,,    1165,,    3150,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    09. Communication; journalism and related programs",,   19265,,    7020,,   12245,,   48530,,   16690,,   31845,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    19. Family and consumer sciences/human sciences",,   15920,,    1780,,   14140,,   77470,,    6070,,   71400,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    22. Legal professions and studies",,   21630,,    8825,,   12805,,   67185,,   25785,,   41395,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30B Interdisciplinary social and behavioural sciences",154,    2875,,     780,,    2095,,    9905,,    2035,,    7870,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    42. Psychology",,   15620,,    4120,,   11495,,   57335,,   14030,,   43305,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    45. Social sciences",,   43720,,   21540,,   22185,,  116255,,   59245,,   57015,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Business; management and public administration",,  194160,,   82550,,  111615,,  879190,,  321450,,  557740,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.16 Accounting and computer science",,     215,,      90,,     130,,     815,,     300,,     520,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    44. Public administration and social service professions",,    9430,,    2285,,    7140,,   47715,,   10490,,   37225,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    52. Business; management; marketing and related support services",,  184520,,   80175,,  104345,,  830660,,  310665,,  519990,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Physical and life sciences and technologies",,   42535,,   22550,,   19985,,  140990,,   76780,,   64215,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    26. Biological and biomedical sciences",,   17235,,    7130,,   10110,,   49705,,   20900,,   28805,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.01 Biological and physical sciences",,    7080,,    4165,,    2910,,   23210,,   13865,,    9350,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30C Other interdisciplinary physical and life sciences",155,    3950,,    2095,,    1855,,   21890,,   10810,,   11080,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    40. Physical sciences",,   12900,,    8420,,    4480,,   39060,,   27545,,   11515,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    41. Science technologies/technicians",,    1365,,     735,,     635,,    7120,,    3660,,    3465,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Mathematics; computer and information sciences",,   46375,,   32765,,   13615,,  152105,,  104850,,   47255,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    11. Computer and information sciences and support services",,   37375,,   28180,,    9190,,  125480,,   92730,,   32750,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    25. Library science",,    3105,,     720,,    2385,,   11110,,    2145,,    8965,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    27. Mathematics and statistics",,    5210,,    3305,,    1905,,   13415,,    8365,,    5045,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30D Interdisciplinary mathematics; computer and information sciences",156,     695,,     560,,     140,,    2100,,    1605,,     495,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Architecture; engineering; and related technologies",,  142080,,  121370,,   20705,,  828400,,  758350,,   70055,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    04. Architecture and related services",,   10220,,    5855,,    4365,,   29015,,   17055,,   11960,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    14. Engineering",,   56060,,   44580,,   11480,,  150450,,  124585,,   25865,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    15. Engineering technologies and engineering-related fields",,   21465,,   19150,,    2315,,  150640,,  135445,,   15195,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.12 Historic preservation and conservation",,      25,,       0,,      20,,      60,,      20,,      40,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    46. Construction trades",,   21130,,   20170,,     960,,  185385,,  179995,,    5390,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    47. Mechanic and repair technologies/technicians",,   20750,,   19955,,     795,,  184280,,  178510,,    5770,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    48. Precision production",,   12430,,   11655,,     770,,  128580,,  122750,,    5830,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Agriculture; natural resources and conservation",,    8415,,    4415,,    4000,,   85485,,   56900,,   28585,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    01. Agriculture; agriculture operations and related sciences",,    5350,,    2775,,    2575,,   51770,,   30870,,   20900,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    03. Natural resources and conservation",,    3065,,    1640,,    1430,,   33715,,   26025,,    7690,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Health and related fields",,   97990,,   24210,,   73780,,  480230,,   95450,,  384780,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    31. Parks; recreation; leisure and fitness studies",,    5695,,    2905,,    2790,,   27955,,   14675,,   13280,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    51. Health professions and related programs",,   88625,,   19335,,   69290,,  441105,,   74630,,  366470,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    60. Dental; medical and veterinary residency programs",,    3675,,    1970,,    1705,,   11160,,    6140,,    5020,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Personal; protective and transportation services",,   40250,,   21260,,   18985,,  290005,,  151070,,  138935,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    12. Personal and culinary services",,   26140,,    9375,,   16760,,  164595,,   43720,,  120875,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    28. Military science; leadership and operational art",,      50,,      45,,      10,,     290,,     270,,      20,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    29. Military technologies and applied sciences",,     130,,     130,,       0,,    1345,,    1245,,     100,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    43. Security and protective services",,    6885,,    5395,,    1495,,   54625,,   42415,,   12210,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    49. Transportation and materials moving",,    7030,,    6310,,     720,,   69160,,   63425,,    5740,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Other",,     130,,      45,,      90,,    1055,,     375,,     680,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.99 Multidisciplinary/interdisciplinary studies; other",,     130,,      45,,      85,,    1055,,     375,,     675,
"Major field of study - Classification of Instructional Programs (CIP) 2016","Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 25 to 64 years in private households - 25% sample data",151,  951195,,  473645,,  477550,, 4371935,, 2167805,, 2204130,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  No postsecondary certificate; diploma or degree",152,  268245,,  140685,,  127560,, 1389585,,  720500,,  669085,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Education",,   32350,,    7325,,   25025,,  180615,,   37990,,  142625,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    13. Education",,   32355,,    7325,,   25025,,  180615,,   37990,,  142625,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Visual and performing arts; and communications technologies",,   48115,,   23830,,   24285,,  122045,,   55575,,   66475,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    10. Communications technologies/technicians and support services",,    6075,,    4440,,    1640,,   19510,,   13740,,    5770,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    50. Visual and performing arts",,   42040,,   19395,,   22650,,  102535,,   41830,,   60705,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Humanities",,   47510,,   19070,,   28440,,  138330,,   54580,,   83750,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    16. Aboriginal and foreign languages; literatures and linguistics",,   10510,,    2655,,    7855,,   25220,,    5455,,   19765,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    23. English language and literature/letters",,    5190,,    1605,,    3585,,    9585,,    2990,,    6595,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    24. Liberal arts and sciences; general studies and humanities",,   14520,,    6485,,    8040,,   57730,,   25305,,   32430,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30A Interdisciplinary humanities",153,     165,,      55,,     110,,     600,,     255,,     350,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    38. Philosophy and religious studies",,    3120,,    1985,,    1135,,    6980,,    4415,,    2570,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    39. Theology and religious vocations",,    1340,,     960,,     380,,    5415,,    3380,,    2035,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    54. History",,    4605,,    2665,,    1935,,   12235,,    7140,,    5095,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    55. French language and literature/letters",,    8055,,    2660,,    5395,,   20555,,    5640,,   14915,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Social and behavioural sciences and law",,   96030,,   35215,,   60810,,  301550,,   95120,,  206430,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    05. Area; ethnic; cultural; gender; and group studies",,    1525,,     410,,    1115,,    3550,,     925,,    2620,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    09. Communication; journalism and related programs",,   16285,,    6040,,   10245,,   40275,,   13900,,   26370,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    19. Family and consumer sciences/human sciences",,   12610,,    1240,,   11365,,   63120,,    4295,,   58825,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    22. Legal professions and studies",,   17930,,    7025,,   10900,,   53620,,   18830,,   34790,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30B Interdisciplinary social and behavioural sciences",154,    2080,,     595,,    1485,,    6840,,    1420,,    5420,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    42. Psychology",,   11885,,    3040,,    8845,,   44540,,   10255,,   34285,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    45. Social sciences",,   33715,,   16865,,   16845,,   89610,,   45495,,   44110,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Business; management and public administration",,  158610,,   67340,,   91270,,  706400,,  248920,,  457480,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.16 Accounting and computer science",,     180,,      80,,     100,,     615,,     215,,     400,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    44. Public administration and social service professions",,    7660,,    1880,,    5780,,   38320,,    7835,,   30485,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    52. Business; management; marketing and related support services",,  150770,,   65380,,   85390,,  667470,,  240870,,  426600,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Physical and life sciences and technologies",,   30170,,   15685,,   14485,,   92480,,   49390,,   43090,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    26. Biological and biomedical sciences",,   14290,,    5850,,    8445,,   40895,,   16635,,   24260,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.01 Biological and physical sciences",,    3795,,    2265,,    1530,,   12450,,    7435,,    5015,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30C Other interdisciplinary physical and life sciences",155,     995,,     575,,     420,,    4175,,    2385,,    1785,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    40. Physical sciences",,   10005,,    6405,,    3600,,   29705,,   20255,,    9445,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    41. Science technologies/technicians",,    1095,,     590,,     500,,    5255,,    2675,,    2580,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Mathematics; computer and information sciences",,   41035,,   29285,,   11755,,  132750,,   91865,,   40885,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    11. Computer and information sciences and support services",,   33950,,   25685,,    8270,,  112715,,   83240,,   29470,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    25. Library science",,    2485,,     630,,    1850,,    8720,,    1665,,    7055,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    27. Mathematics and statistics",,    4075,,    2565,,    1510,,    9725,,    5815,,    3915,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30D Interdisciplinary mathematics; computer and information sciences",156,     530,,     405,,     125,,    1585,,    1150,,     440,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Architecture; engineering; and related technologies",,  113860,,   95560,,   18300,,  639185,,  577845,,   61335,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    04. Architecture and related services",,    8685,,    4820,,    3860,,   24260,,   13870,,   10385,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    14. Engineering",,   48670,,   38195,,   10475,,  126835,,  103165,,   23665,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    15. Engineering technologies and engineering-related fields",,   16505,,   14700,,    1805,,  116595,,  103710,,   12885,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.12 Historic preservation and conservation",,      25,,      10,,      20,,      50,,      15,,      30,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    46. Construction trades",,   15325,,   14500,,     825,,  134865,,  130350,,    4510,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    47. Mechanic and repair technologies/technicians",,   15645,,   14990,,     650,,  139935,,  135155,,    4780,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    48. Precision production",,    9015,,    8350,,     660,,   96655,,   91580,,    5075,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Agriculture; natural resources and conservation",,    7190,,    3715,,    3480,,   69865,,   45215,,   24655,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    01. Agriculture; agriculture operations and related sciences",,    4495,,    2295,,    2200,,   41755,,   23965,,   17795,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    03. Natural resources and conservation",,    2700,,    1420,,    1280,,   28110,,   21250,,    6860,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Health and related fields",,   76435,,   19025,,   57405,,  368600,,   72245,,  296355,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    31. Parks; recreation; leisure and fitness studies",,    4760,,    2430,,    2330,,   22660,,   11635,,   11030,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    51. Health professions and related programs",,   68770,,   15165,,   53600,,  337320,,   56510,,  280810,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    60. Dental; medical and veterinary residency programs",,    2905,,    1425,,    1480,,    8620,,    4110,,    4510,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Personal; protective and transportation services",,   31540,,   16880,,   14660,,  229640,,  118260,,  111375,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    12. Personal and culinary services",,   20260,,    7315,,   12940,,  129245,,   32830,,   96410,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    28. Military science; leadership and operational art",,      30,,      25,,      10,,     225,,     200,,      25,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    29. Military technologies and applied sciences",,      90,,      95,,       0,,     875,,     795,,      80,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    43. Security and protective services",,    5380,,    4235,,    1150,,   42550,,   32575,,    9975,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    49. Transportation and materials moving",,    5770,,    5205,,     560,,   56750,,   51860,,    4890,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Other",,     115,,      35,,      85,,     890,,     300,,     595,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.99 Multidisciplinary/interdisciplinary studies; other",,     115,,      35,,      85,,     890,,     300,,     595,
"Location of study compared with province or territory of residence with countries outside Canada","Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 15 years and over in private households - 25% sample data",157, 1397890,,  678870,,  719015,, 6634280,, 3260040,, 3374240,
"Location of study compared with province or territory of residence with countries outside Canada","  No postsecondary certificate; diploma or degree",,  532715,,  258735,,  273975,, 2750045,, 1349775,, 1400270,
"Location of study compared with province or territory of residence with countries outside Canada","  Postsecondary certificate; diploma or degree",158,  865175,,  420140,,  445040,, 3884235,, 1910265,, 1973970,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study inside Canada",,  664320,,  317790,,  346535,, 3509610,, 1716730,, 1792880,
"Location of study compared with province or territory of residence with countries outside Canada","      Same as province or territory of residence",,  636615,,  303300,,  333310,, 3367195,, 1642930,, 1724270,
"Location of study compared with province or territory of residence with countries outside Canada","      Different than province or territory of residence",,   27710,,   14495,,   13215,,  142415,,   73800,,   68610,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study outside Canada",159,  200855,,  102340,,   98510,,  374620,,  193530,,  181090,
"Location of study compared with province or territory of residence with countries outside Canada","      United States",160,   11655,,    6845,,    4820,,   28320,,   16915,,   11410,
"Location of study compared with province or territory of residence with countries outside Canada","      Philippines",,    8850,,    2515,,    6335,,   12515,,    3600,,    8920,
"Location of study compared with province or territory of residence with countries outside Canada","      India",,    4200,,    2395,,    1810,,    6805,,    3660,,    3150,
"Location of study compared with province or territory of residence with countries outside Canada","      United Kingdom",161,    4835,,    2755,,    2090,,   11250,,    6535,,    4715,
"Location of study compared with province or territory of residence with countries outside Canada","      China",162,   10310,,    4655,,    5650,,   17155,,    7755,,    9395,
"Location of study compared with province or territory of residence with countries outside Canada","      France",,   37715,,   20970,,   16745,,   69665,,   39885,,   29780,
"Location of study compared with province or territory of residence with countries outside Canada","      Other",,  123285,,   62220,,   61065,,  228905,,  115185,,  113725,
"Location of study compared with province or territory of residence with countries outside Canada","Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 25 to 64 years in private households - 25% sample data",157,  951200,,  473645,,  477555,, 4371935,, 2167810,, 2204130,
"Location of study compared with province or territory of residence with countries outside Canada","  No postsecondary certificate; diploma or degree",,  268240,,  140685,,  127555,, 1389590,,  720505,,  669085,
"Location of study compared with province or territory of residence with countries outside Canada","  Postsecondary certificate; diploma or degree",158,  682960,,  332960,,  350000,, 2982350,, 1447305,, 1535045,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study inside Canada",,  513560,,  247905,,  265655,, 2676230,, 1293455,, 1382780,
"Location of study compared with province or territory of residence with countries outside Canada","      Same as province or territory of residence",,  491345,,  236275,,  255070,, 2567605,, 1238320,, 1329280,
"Location of study compared with province or territory of residence with countries outside Canada","      Different than province or territory of residence",,   22215,,   11630,,   10585,,  108630,,   55125,,   53500,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study outside Canada",159,  169400,,   85060,,   84340,,  306115,,  153850,,  152265,
"Location of study compared with province or territory of residence with countries outside Canada","      United States",160,    8745,,    5015,,    3725,,   19655,,   11145,,    8505,
"Location of study compared with province or territory of residence with countries outside Canada","      Philippines",,    7710,,    2135,,    5570,,   10545,,    2935,,    7610,
"Location of study compared with province or territory of residence with countries outside Canada","      India",,    3105,,    1650,,    1450,,    4865,,    2465,,    2400,
"Location of study compared with province or territory of residence with countries outside Canada","      United Kingdom",161,    3640,,    2080,,    1560,,    7390,,    4245,,    3145,
"Location of study compared with province or territory of residence with countries outside Canada","      China",162,    9265,,    4125,,    5140,,   15420,,    6865,,    8550,
"Location of study compared with province or territory of residence with countries outside Canada","      France",,   32480,,   17925,,   14555,,   57315,,   32115,,   25205,
"Location of study compared with province or territory of residence with countries outside Canada","      Other",,  104465,,   52125,,   52340,,  190930,,   94085,,   96850,
"Labour force status","Total - Population aged 15 years and over by Labour force status - 25% sample data",163, 1397890,,  678870,,  719020,, 6634280,, 3260040,, 3374245,
"Labour force status","  In the labour force",,  898230,,  467230,,  430995,, 4255500,, 2214735,, 2040765,
"Labour force status","    Employed",,  814660,,  422040,,  392620,, 3949325,, 2037105,, 1912220,
"Labour force status","    Unemployed",,   83560,,   45185,,   38375,,  306170,,  177630,,  128540,
"Labour force status","  Not in the labour force",,  499660,,  211640,,  288015,, 2378780,, 1045300,, 1333480,
"Labour force status","Participation rate",, 64.3,, 68.8,, 59.9,, 64.1,, 67.9,, 60.5,
"Labour force status","Employment rate",, 58.3,, 62.2,, 54.6,, 59.5,, 62.5,, 56.7,
"Labour force status","Unemployment rate",,  9.3,,  9.7,,  8.9,,  7.2,,  8.0,,  6.3,
"Work activity during the reference year","Total population aged 15 years and over by work activity during the reference year - 25% sample data",164, 1397885,,  678870,,  719015,, 6634280,, 3260035,, 3374240,
"Work activity during the reference year","  Did not work",165,  487080,,  207025,,  280055,, 2228315,,  967660,, 1260655,
"Work activity during the reference year","  Worked",,  910810,,  471845,,  438960,, 4405965,, 2292375,, 2113585,
"Work activity during the reference year","    Worked full year; full time",166,  405450,,  224390,,  181055,, 2084020,, 1145805,,  938215,
"Work activity during the reference year","    Worked part year and/or part time",167,  505360,,  247455,,  257905,, 2321945,, 1146575,, 1175375,
"Work activity during the reference year","Average weeks worked in reference year",, 41.6,, 42.0,, 41.1,, 42.5,, 42.7,, 42.3,
"Class of worker","Total labour force aged 15 years and over by class of worker - 25% sample data",168,  898225,,  467235,,  431000,, 4255500,, 2214735,, 2040765,
"Class of worker","  Class of worker - not applicable",169,   34315,,   17360,,   16955,,  101485,,   51640,,   49850,
"Class of worker","  All classes of workers",170,  863910,,  449870,,  414045,, 4154015,, 2163095,, 1990915,
"Class of worker","    Employee",,  763345,,  387685,,  375665,, 3664920,, 1863740,, 1801185,
"Class of worker","    Self-employed",171,  100565,,   62190,,   38380,,  489090,,  299355,,  189730,
"Occupation - National Occupational Classification (NOC) 2016","Total labour force population aged 15 years and over by occupation - National Occupational Classification (NOC) 2016 - 25% sample data",172,  898230,,  467230,,  431000,, 4255500,, 2214735,, 2040765,
"Occupation - National Occupational Classification (NOC) 2016","  Occupation - not applicable",169,   34315,,   17360,,   16955,,  101490,,   51640,,   49850,
"Occupation - National Occupational Classification (NOC) 2016","  All occupations",170,  863915,,  449870,,  414045,, 4154010,, 2163095,, 1990915,
"Occupation - National Occupational Classification (NOC) 2016","    0 Management occupations",,   82960,,   49950,,   33005,,  418450,,  263585,,  154875,
"Occupation - National Occupational Classification (NOC) 2016","    1 Business; finance and administration occupations",,  151455,,   56275,,   95180,,  677390,,  210525,,  466865,
"Occupation - National Occupational Classification (NOC) 2016","    2 Natural and applied sciences and related occupations",,   75565,,   59010,,   16555,,  286270,,  222375,,   63895,
"Occupation - National Occupational Classification (NOC) 2016","    3 Health occupations",,   57830,,   14685,,   43140,,  295765,,   57160,,  238610,
