,,,"Halifax, Regional municipality [Census subdivision], Nova Scotia",,,,,,"Nova Scotia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Household characteristics","  15 to 24 years",,    9075,,,...,,...,   14575,,,...,,...
"Household characteristics","  25 to 34 years",,   27930,,,...,,...,   49695,,,...,,...
"Household characteristics","  35 to 44 years",,   28935,,,...,,...,   59550,,,...,,...
"Household characteristics","  45 to 54 years",,   34515,,,...,,...,   77555,,,...,,...
"Household characteristics","  55 to 64 years",,   33685,,,...,,...,   85360,,,...,,...
"Household characteristics","  65 to 74 years",,   23355,,,...,,...,   66865,,,...,,...
"Household characteristics","  75 to 84 years",,   12020,,,...,,...,   35980,,,...,,...
"Household characteristics","  85 years and over",,    3825,,,...,,...,   12405,,,...,,...
"Household characteristics","Total -  Owner and tenant households with household total income greater than zero; in non-farm; non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",141,  172790,,,...,,...,  395860,,,...,,...
"Household characteristics","  Spending less than 30% of income on shelter costs",,  129585,,,...,,...,  310540,,,...,,...
"Household characteristics","  Spending 30% or more of income on shelter costs",,   43205,,,...,,...,   85315,,,...,,...
"Household characteristics","    30% to less than 100%",,   36565,,,...,,...,   74290,,,...,,...
"Household characteristics","Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data",,  104185,,,...,,...,  273525,,,...,,...
"Household characteristics","  % of owner households with a mortgage",142, 64.0,,,...,,..., 55.2,,,...,,...
"Household characteristics","  % of owner households spending 30% or more of its income on shelter costs",141, 12.9,,,...,,..., 12.0,,,...,,...
"Household characteristics","  Median monthly shelter costs for owned dwellings ($)",143,    1187,,,...,,...,     819,,,...,,...
"Household characteristics","  Average monthly shelter costs for owned dwellings ($)",143,    1268,,,...,,...,     987,,,...,,...
"Household characteristics","  Median value of dwellings ($)",144,  269126,,,...,,...,  199886,,,...,,...
"Household characteristics","  Average value of dwellings ($)",144,  307511,,,...,,...,  230441,,,...,,...
"Household characteristics","Total - Tenant households in non-farm; non-reserve private dwellings - 25% sample data",,   69085,,,...,,...,  123060,,,...,,...
"Household characteristics","  % of tenant households in subsidized housing",145,  8.3,,,...,,..., 12.3,,,...,,...
"Household characteristics","  % of tenant households spending 30% or more of its income on shelter costs",141, 43.3,,,...,,..., 42.8,,,...,,...
"Household characteristics","  Median monthly shelter costs for rented dwellings ($)",143,     962,,,...,,...,     849,,,...,,...
"Household characteristics","  Average monthly shelter costs for rented dwellings ($)",143,    1035,,,...,,...,     909,,,...,,...
" Highest certificate; diploma or degree","Total - Highest certificate; diploma or degree for the population aged 15 years and over in private households - 25% sample data",146,  336990,,  161860,,  175125,,  774745,,  372455,,  402295,
" Highest certificate; diploma or degree","  No certificate; diploma or degree",,   49390,,   25130,,   24260,,  153705,,   79885,,   73825,
" Highest certificate; diploma or degree","  Secondary (high) school diploma or equivalency certificate",147,   85375,,   42985,,   42385,,  195900,,   95205,,  100695,
" Highest certificate; diploma or degree","  Postsecondary certificate; diploma or degree",,  202225,,   93750,,  108480,,  425140,,  197365,,  227775,
" Highest certificate; diploma or degree","    Apprenticeship or trades certificate or diploma",,   26235,,   17975,,    8260,,   76810,,   54075,,   22735,
" Highest certificate; diploma or degree","      Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification",148,   14460,,    8130,,    6340,,   42625,,   25015,,   17610,
" Highest certificate; diploma or degree","      Certificate of Apprenticeship or Certificate of Qualification",149,   11775,,    9850,,    1925,,   34185,,   29060,,    5125,
" Highest certificate; diploma or degree","    College; CEGEP or other non-university certificate or diploma",,   69915,,   29380,,   40530,,  168805,,   67030,,  101775,
" Highest certificate; diploma or degree","    University certificate or diploma below bachelor level",,    7860,,    3195,,    4660,,   18380,,    6975,,   11405,
" Highest certificate; diploma or degree","    University certificate; diploma or degree at bachelor level or above",,   98220,,   43195,,   55025,,  161150,,   69290,,   91855,
" Highest certificate; diploma or degree","      Bachelor's degree",,   65770,,   28260,,   37505,,  108385,,   45185,,   63205,
" Highest certificate; diploma or degree","      University certificate or diploma above bachelor level",,    5155,,    2245,,    2910,,    9495,,    4020,,    5475,
" Highest certificate; diploma or degree","      Degree in medicine; dentistry; veterinary medicine or optometry",,    2780,,    1490,,    1295,,    4700,,    2595,,    2110,
" Highest certificate; diploma or degree","      Master's degree",,   20595,,    8755,,   11845,,   32645,,   13840,,   18805,
" Highest certificate; diploma or degree","      Earned doctorate",150,    3915,,    2440,,    1470,,    5925,,    3655,,    2270,
" Highest certificate; diploma or degree","Total - Highest certificate; diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",146,  225315,,  108680,,  116635,,  494505,,  237795,,  256710,
" Highest certificate; diploma or degree","  No certificate; diploma or degree",,   18840,,   10510,,    8335,,   60280,,   34820,,   25460,
" Highest certificate; diploma or degree","  Secondary (high) school diploma or equivalency certificate",147,   49610,,   25540,,   24065,,  116280,,   57600,,   58675,
" Highest certificate; diploma or degree","  Postsecondary certificate; diploma or degree",,  156860,,   72630,,   84235,,  317950,,  145375,,  172570,
" Highest certificate; diploma or degree","    Apprenticeship or trades certificate or diploma",,   18430,,   12980,,    5450,,   52370,,   37255,,   15115,
" Highest certificate; diploma or degree","      Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification",148,   10095,,    5910,,    4195,,   29105,,   17300,,   11810,
" Highest certificate; diploma or degree","      Certificate of Apprenticeship or Certificate of Qualification",149,    8330,,    7070,,    1260,,   23265,,   19955,,    3310,
" Highest certificate; diploma or degree","    College; CEGEP or other non-university certificate or diploma",,   53870,,   23340,,   30535,,  128010,,   51890,,   76120,
" Highest certificate; diploma or degree","    University certificate or diploma below bachelor level",,    5300,,    2140,,    3155,,   11595,,    4325,,    7275,
" Highest certificate; diploma or degree","    University certificate; diploma or degree at bachelor level or above",,   79265,,   34165,,   45095,,  125970,,   51905,,   74065,
" Highest certificate; diploma or degree","      Bachelor's degree",,   53060,,   22730,,   30325,,   85240,,   34830,,   50410,
" Highest certificate; diploma or degree","      University certificate or diploma above bachelor level",,    4055,,    1655,,    2405,,    6895,,    2610,,    4285,
" Highest certificate; diploma or degree","      Degree in medicine; dentistry; veterinary medicine or optometry",,    2295,,    1115,,    1180,,    3775,,    1850,,    1925,
" Highest certificate; diploma or degree","      Master's degree",,   17035,,    7065,,    9970,,   26025,,   10380,,   15640,
" Highest certificate; diploma or degree","      Earned doctorate",150,    2815,,    1605,,    1215,,    4045,,    2240,,    1805,
"Major field of study - Classification of Instructional Programs (CIP) 2016","Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data",151,  336990,,  161860,,  175125,,  774750,,  372455,,  402295,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  No postsecondary certificate; diploma or degree",152,  134765,,   68110,,   66650,,  349605,,  175090,,  174520,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Education",,   12640,,    3230,,    9410,,   31395,,    8460,,   22930,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    13. Education",,   12640,,    3225,,    9415,,   31390,,    8465,,   22930,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Visual and performing arts; and communications technologies",,    6780,,    3190,,    3590,,   10700,,    5095,,    5605,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    10. Communications technologies/technicians and support services",,    1320,,     970,,     345,,    2070,,    1565,,     505,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    50. Visual and performing arts",,    5465,,    2220,,    3245,,    8635,,    3530,,    5100,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Humanities",,   10725,,    4110,,    6615,,   18830,,    7520,,   11310,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    16. Aboriginal and foreign languages; literatures and linguistics",,     740,,     230,,     515,,    1175,,     355,,     820,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    23. English language and literature/letters",,    3220,,     970,,    2250,,    5110,,    1530,,    3580,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    24. Liberal arts and sciences; general studies and humanities",,    2300,,     765,,    1540,,    4545,,    1540,,    3000,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30A Interdisciplinary humanities",153,      45,,      20,,      30,,      65,,      25,,      35,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    38. Philosophy and religious studies",,     715,,     380,,     330,,    1240,,     675,,     565,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    39. Theology and religious vocations",,     855,,     510,,     345,,    2200,,    1340,,     860,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    54. History",,    2255,,    1125,,    1130,,    3615,,    1865,,    1755,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    55. French language and literature/letters",,     585,,     105,,     480,,     880,,     190,,     695,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Social and behavioural sciences and law",,   23775,,    7680,,   16100,,   40155,,   11980,,   28175,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    05. Area; ethnic; cultural; gender; and group studies",,     420,,      85,,     330,,     635,,     145,,     490,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    09. Communication; journalism and related programs",,    2300,,     835,,    1460,,    3285,,    1260,,    2025,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    19. Family and consumer sciences/human sciences",,    4015,,     315,,    3705,,    9115,,     750,,    8365,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    22. Legal professions and studies",,    3600,,    1200,,    2400,,    6110,,    1920,,    4185,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30B Interdisciplinary social and behavioural sciences",154,     390,,     100,,     290,,     610,,     135,,     475,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    42. Psychology",,    5030,,    1310,,    3720,,    8170,,    2060,,    6110,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    45. Social sciences",,    8025,,    3825,,    4200,,   12240,,    5710,,    6520,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Business; management and public administration",,   47160,,   16445,,   30715,,   93075,,   27030,,   66045,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.16 Accounting and computer science",,      70,,      15,,      55,,     205,,      55,,     150,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    44. Public administration and social service professions",,    2855,,     685,,    2170,,    6285,,    1345,,    4940,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    52. Business; management; marketing and related support services",,   44230,,   15740,,   28490,,   86590,,   25630,,   60960,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Physical and life sciences and technologies",,    9845,,    4740,,    5105,,   15340,,    7650,,    7685,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    26. Biological and biomedical sciences",,    4595,,    1885,,    2710,,    6910,,    2990,,    3925,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.01 Biological and physical sciences",,    2025,,     785,,    1235,,    3340,,    1455,,    1880,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30C Other interdisciplinary physical and life sciences",155,      95,,      30,,      70,,     165,,      35,,     120,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    40. Physical sciences",,    2810,,    1960,,     850,,    4260,,    3005,,    1255,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    41. Science technologies/technicians",,     325,,      85,,     240,,     665,,     165,,     500,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Mathematics; computer and information sciences",,    9665,,    6195,,    3475,,   15745,,    9355,,    6390,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    11. Computer and information sciences and support services",,    7775,,    5305,,    2470,,   12750,,    8055,,    4695,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    25. Library science",,     700,,     105,,     600,,    1210,,     175,,    1040,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    27. Mathematics and statistics",,    1060,,     685,,     375,,    1590,,     995,,     600,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30D Interdisciplinary mathematics; computer and information sciences",156,     135,,     100,,      30,,     200,,     135,,      65,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Architecture; engineering; and related technologies",,   37855,,   34910,,    2950,,   92920,,   87340,,    5580,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    04. Architecture and related services",,     965,,     620,,     340,,    1370,,     860,,     510,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    14. Engineering",,    7830,,    6660,,    1170,,   11925,,   10290,,    1640,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    15. Engineering technologies and engineering-related fields",,    8515,,    7785,,     730,,   17805,,   16110,,    1695,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.12 Historic preservation and conservation",,      10,,       0,,       0,,      10,,       0,,      10,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    46. Construction trades",,    8715,,    8480,,     235,,   24800,,   24235,,     570,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    47. Mechanic and repair technologies/technicians",,    8050,,    7725,,     325,,   25465,,   24680,,     780,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    48. Precision production",,    3775,,    3635,,     140,,   11545,,   11165,,     380,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Agriculture; natural resources and conservation",,    2225,,    1185,,    1035,,    7630,,    4615,,    3015,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    01. Agriculture; agriculture operations and related sciences",,    1035,,     515,,     520,,    4215,,    2160,,    2055,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    03. Natural resources and conservation",,    1195,,     675,,     520,,    3410,,    2450,,     960,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Health and related fields",,   28865,,    5360,,   23500,,   66770,,   10595,,   56175,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    31. Parks; recreation; leisure and fitness studies",,    1905,,     905,,    1000,,    3560,,    1730,,    1825,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    51. Health professions and related programs",,   26010,,    3875,,   22135,,   61755,,    7955,,   53800,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    60. Dental; medical and veterinary residency programs",,     950,,     575,,     375,,    1460,,     910,,     550,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Personal; protective and transportation services",,   12645,,    6705,,    5940,,   32535,,   17700,,   14830,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    12. Personal and culinary services",,    7155,,    1905,,    5250,,   17625,,    4455,,   13170,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    28. Military science; leadership and operational art",,     185,,     180,,      10,,     250,,     240,,      10,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    29. Military technologies and applied sciences",,     515,,     475,,      40,,     905,,     850,,      50,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    43. Security and protective services",,    2025,,    1610,,     415,,    4540,,    3535,,    1005,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    49. Transportation and materials moving",,    2765,,    2535,,     230,,    9220,,    8625,,     600,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Other",,      40,,      10,,      30,,      45,,      10,,      40,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.99 Multidisciplinary/interdisciplinary studies; other",,      40,,       0,,      35,,      50,,      10,,      40,
"Major field of study - Classification of Instructional Programs (CIP) 2016","Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 25 to 64 years in private households - 25% sample data",151,  225315,,  108680,,  116635,,  494505,,  237795,,  256710,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  No postsecondary certificate; diploma or degree",152,   68450,,   36055,,   32400,,  176560,,   92420,,   84135,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Education",,    8760,,    2100,,    6665,,   20590,,    4940,,   15650,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    13. Education",,    8765,,    2100,,    6665,,   20585,,    4940,,   15650,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Visual and performing arts; and communications technologies",,    5320,,    2515,,    2805,,    8145,,    3855,,    4285,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    10. Communications technologies/technicians and support services",,     970,,     730,,     240,,    1515,,    1140,,     375,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    50. Visual and performing arts",,    4355,,    1785,,    2570,,    6630,,    2715,,    3915,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Humanities",,    8305,,    3110,,    5190,,   13745,,    5275,,    8465,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    16. Aboriginal and foreign languages; literatures and linguistics",,     600,,     180,,     420,,     895,,     280,,     615,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    23. English language and literature/letters",,    2535,,     770,,    1770,,    3800,,    1095,,    2705,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    24. Liberal arts and sciences; general studies and humanities",,    1820,,     610,,    1215,,    3425,,    1125,,    2305,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30A Interdisciplinary humanities",153,      45,,      15,,      30,,      60,,      25,,      35,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    38. Philosophy and religious studies",,     570,,     290,,     280,,     910,,     490,,     420,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    39. Theology and religious vocations",,     555,,     330,,     225,,    1330,,     795,,     535,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    54. History",,    1740,,     830,,     910,,    2710,,    1340,,    1370,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    55. French language and literature/letters",,     425,,      75,,     350,,     620,,     130,,     490,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Social and behavioural sciences and law",,   19585,,    6095,,   13490,,   32650,,    9150,,   23500,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    05. Area; ethnic; cultural; gender; and group studies",,     350,,      70,,     280,,     520,,     110,,     410,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    09. Communication; journalism and related programs",,    1965,,     695,,    1270,,    2750,,    1030,,    1720,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    19. Family and consumer sciences/human sciences",,    3290,,     255,,    3035,,    7395,,     580,,    6810,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    22. Legal professions and studies",,    3140,,     930,,    2210,,    5225,,    1380,,    3845,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30B Interdisciplinary social and behavioural sciences",154,     300,,      70,,     230,,     460,,     100,,     355,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    42. Psychology",,    4025,,    1035,,    2990,,    6545,,    1580,,    4970,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    45. Social sciences",,    6505,,    3030,,    3475,,    9755,,    4360,,    5390,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Business; management and public administration",,   36265,,   12865,,   23405,,   69255,,   20285,,   48970,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.16 Accounting and computer science",,      70,,      15,,      50,,     175,,      40,,     135,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    44. Public administration and social service professions",,    2330,,     550,,    1775,,    5140,,    1025,,    4120,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    52. Business; management; marketing and related support services",,   33870,,   12295,,   21580,,   63935,,   19220,,   44715,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Physical and life sciences and technologies",,    7315,,    3485,,    3825,,   11075,,    5385,,    5690,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    26. Biological and biomedical sciences",,    3575,,    1470,,    2100,,    5285,,    2240,,    3045,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.01 Biological and physical sciences",,    1490,,     595,,     885,,    2390,,    1030,,    1360,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30C Other interdisciplinary physical and life sciences",155,      90,,      25,,      65,,     130,,      30,,     100,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    40. Physical sciences",,    1965,,    1360,,     605,,    2910,,    2005,,     905,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    41. Science technologies/technicians",,     200,,      30,,     165,,     365,,      85,,     275,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Mathematics; computer and information sciences",,    8505,,    5570,,    2935,,   13625,,    8240,,    5385,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    11. Computer and information sciences and support services",,    7130,,    4915,,    2215,,   11505,,    7330,,    4170,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    25. Library science",,     485,,      75,,     410,,     815,,     115,,     700,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    27. Mathematics and statistics",,     775,,     485,,     290,,    1130,,     660,,     470,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30D Interdisciplinary mathematics; computer and information sciences",156,     115,,      90,,      25,,     175,,     125,,      50,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Architecture; engineering; and related technologies",,   28850,,   26345,,    2510,,   67930,,   63180,,    4750,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    04. Architecture and related services",,     735,,     450,,     290,,    1020,,     585,,     430,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    14. Engineering",,    5890,,    4910,,     980,,    8585,,    7230,,    1355,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    15. Engineering technologies and engineering-related fields",,    6725,,    6070,,     655,,   13410,,   11920,,    1495,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.12 Historic preservation and conservation",,       0,,       0,,       0,,       0,,       0,,      10,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    46. Construction trades",,    6640,,    6405,,     235,,   18355,,   17835,,     515,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    47. Mechanic and repair technologies/technicians",,    6105,,    5865,,     245,,   18540,,   17910,,     625,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    48. Precision production",,    2755,,    2650,,     110,,    8020,,    7700,,     325,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Agriculture; natural resources and conservation",,    1830,,     970,,     855,,    5995,,    3475,,    2520,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    01. Agriculture; agriculture operations and related sciences",,     835,,     415,,     420,,    3270,,    1570,,    1695,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    03. Natural resources and conservation",,     990,,     555,,     440,,    2725,,    1905,,     825,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Health and related fields",,   22200,,    4290,,   17915,,   50220,,    8215,,   42010,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    31. Parks; recreation; leisure and fitness studies",,    1510,,     760,,     750,,    2730,,    1350,,    1380,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    51. Health professions and related programs",,   19940,,    3100,,   16840,,   46385,,    6215,,   40165,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    60. Dental; medical and veterinary residency programs",,     760,,     430,,     325,,    1110,,     650,,     460,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Personal; protective and transportation services",,    9885,,    5280,,    4605,,   24685,,   13375,,   11310,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    12. Personal and culinary services",,    5635,,    1575,,    4055,,   13490,,    3480,,   10000,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    28. Military science; leadership and operational art",,     170,,     165,,      10,,     205,,     200,,      10,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    29. Military technologies and applied sciences",,     310,,     280,,      30,,     475,,     435,,      40,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    43. Security and protective services",,    1600,,    1265,,     335,,    3465,,    2655,,     815,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    49. Transportation and materials moving",,    2175,,    1995,,     180,,    7045,,    6595,,     450,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Other",,      40,,      10,,      30,,      45,,      10,,      40,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.99 Multidisciplinary/interdisciplinary studies; other",,      40,,       0,,      35,,      50,,      10,,      35,
"Location of study compared with province or territory of residence with countries outside Canada","Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 15 years and over in private households - 25% sample data",157,  336990,,  161865,,  175125,,  774745,,  372455,,  402295,
"Location of study compared with province or territory of residence with countries outside Canada","  No postsecondary certificate; diploma or degree",,  134765,,   68115,,   66650,,  349605,,  175090,,  174515,
"Location of study compared with province or territory of residence with countries outside Canada","  Postsecondary certificate; diploma or degree",158,  202225,,   93750,,  108480,,  425145,,  197365,,  227775,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study inside Canada",,  184165,,   84625,,   99545,,  396690,,  182875,,  213810,
"Location of study compared with province or territory of residence with countries outside Canada","      Same as province or territory of residence",,  140590,,   63300,,   77290,,  315140,,  141965,,  173175,
"Location of study compared with province or territory of residence with countries outside Canada","      Different than province or territory of residence",,   43580,,   21325,,   22255,,   81550,,   40915,,   40640,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study outside Canada",159,   18055,,    9120,,    8935,,   28450,,   14485,,   13965,
"Location of study compared with province or territory of residence with countries outside Canada","      United States",160,    3800,,    2010,,    1790,,    7950,,    4110,,    3840,
"Location of study compared with province or territory of residence with countries outside Canada","      Philippines",,    1110,,     390,,     720,,    1530,,     540,,     995,
"Location of study compared with province or territory of residence with countries outside Canada","      India",,    1470,,     770,,     700,,    1755,,     935,,     825,
"Location of study compared with province or territory of residence with countries outside Canada","      United Kingdom",161,    3175,,    1855,,    1320,,    5530,,    3225,,    2305,
"Location of study compared with province or territory of residence with countries outside Canada","      China",162,     815,,     315,,     495,,    1080,,     445,,     635,
"Location of study compared with province or territory of residence with countries outside Canada","      France",,     250,,     145,,     100,,     350,,     210,,     145,
"Location of study compared with province or territory of residence with countries outside Canada","      Other",,    7440,,    3635,,    3810,,   10255,,    5030,,    5225,
"Location of study compared with province or territory of residence with countries outside Canada","Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 25 to 64 years in private households - 25% sample data",157,  225315,,  108680,,  116635,,  494510,,  237800,,  256710,
"Location of study compared with province or territory of residence with countries outside Canada","  No postsecondary certificate; diploma or degree",,   68455,,   36055,,   32400,,  176560,,   92420,,   84140,
"Location of study compared with province or territory of residence with countries outside Canada","  Postsecondary certificate; diploma or degree",158,  156860,,   72625,,   84235,,  317950,,  145380,,  172575,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study inside Canada",,  142920,,   65835,,   77090,,  297430,,  135465,,  161965,
"Location of study compared with province or territory of residence with countries outside Canada","      Same as province or territory of residence",,  108590,,   49065,,   59520,,  236720,,  105480,,  131235,
"Location of study compared with province or territory of residence with countries outside Canada","      Different than province or territory of residence",,   34335,,   16765,,   17570,,   60710,,   29980,,   30730,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study outside Canada",159,   13940,,    6795,,    7150,,   20525,,    9915,,   10605,
"Location of study compared with province or territory of residence with countries outside Canada","      United States",160,    2510,,    1275,,    1235,,    4905,,    2370,,    2540,
"Location of study compared with province or territory of residence with countries outside Canada","      Philippines",,    1030,,     370,,     660,,    1415,,     520,,     900,
"Location of study compared with province or territory of residence with countries outside Canada","      India",,    1165,,     605,,     565,,    1385,,     725,,     660,
"Location of study compared with province or territory of residence with countries outside Canada","      United Kingdom",161,    2050,,    1175,,     875,,    3455,,    1930,,    1525,
"Location of study compared with province or territory of residence with countries outside Canada","      China",162,     660,,     260,,     400,,     810,,     335,,     475,
"Location of study compared with province or territory of residence with countries outside Canada","      France",,     200,,     115,,      85,,     245,,     140,,     100,
"Location of study compared with province or territory of residence with countries outside Canada","      Other",,    6320,,    2995,,    3330,,    8305,,    3900,,    4405,
"Labour force status","Total - Population aged 15 years and over by Labour force status - 25% sample data",163,  336990,,  161860,,  175125,,  774750,,  372455,,  402290,
"Labour force status","  In the labour force",,  225855,,  115025,,  110830,,  474595,,  242775,,  231820,
